TITLE,COMAPNY NAME,SKILL SET,JOB DESCRIPTION
Computer Programmer,,,
Computer Programmer,Talent Corner Hr Services Private Limited," Keywords / Skills :  Python Developers, Python Django","Job Description   Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Employment Type: Permanent Job, Full Time     About Company   Talent Corner is a Recruitment Company Head Quartered In Mumbai and having Branch Offices In India & UAE. Our Vision is to successfully complete 1,00,000 Recruitment Assignments by 2025. Through these Assignments, we aspire to educate 1000 school girls.     Follow"
Computer Programmer,Indigenius HR and Staffing Services Private Limited," Keywords / Skills :  JavaScript, J Query, SOAP, RESTful, Junit, JSP, Angular JS, HTML, CSS","Job Description   Solid understanding of the design patterns Good hands-on experience in HTML, CSS, JavaScript and JQuery. Must have experience in AngularJS.. Must have prior client communication experience. Must have good verbal and written communication skills. Job Roles and Responsibilities Good understanding of the business requirements. Responsible for meeting expectations and deliverables on time and in high quality. Responsible for the development of web applications and components.     About Company   ""Indigenius HR & Staffing services Pvt.Ltd "" are one of the well known and globally recognized firm providing number of recruitment and Staffing solutions to the best of companies Located in India and worldwide across diversified Industries.     Follow"
Computer Programmer,GreenTuple Consulting Private Limited," Keywords / Skills :  Automotive,  Embedded, Embedded development, AUTOSAR","Job Description    Looking for AUTOSAR/HMI/ADAS/Functional Safety professionals @ Multiple Locations Requirement- Location AUTOSAR-  Bangalore/Pune/Germany - 20 Positions  QNX  -Bangalore/Trivandrum- 10 Positions  CAN, Embedded C - Germany- 100 Positions AUTOSAR - Germany - 10 Positions  ADAS  - FUSI- Germany - 12 Positions  Java  - Gremany- 5 Android System Engineer  -Germany / Trivandrum - 20 Positions  HMI, Kanzi  -Germany - 5 Positions  Share your profile to [HIDDEN TEXT] - info @ greetuple.com CTC ECTC Notice Period     About Company   GreenTuple is a business service provider dedicated to support firms in expanding the scope of their information, process, and production networks. Our expert brains strategise and guide firms operations in the sectors of Information Technology, Engineering and Management. GreenTuple nurtures your goals to fruition with an efficient workforce. Our specially chosen and trained brains provide your business with tailor made solutions.     Follow"
Computer Programmer,Indepth Consulting Services," Keywords / Skills :  Php developer, Codeigniter, Ecommerce, Freelance, Part-time, jquery, AJAX, Drupal","Job Description    We are looking for candidates foracross india for multiple clients based on the project requirements in PHP Developer. Must have 2 to 5yrs of experience in php web developer Should have Strong Experience in Drupal , Codeigniter Have good experience in jquery,Ajax Immediate Joiner Required Experience: 3 to 6 yrs Salary Commercials: Best in the Industry Location: Chennai Please email your updated profile  [HIDDEN TEXT]     About Company   Indepth Consulting Services specializes in helping clients quickly within defined turn-around time to cost-effectively meet their Hiring needs in various levels across industries in Corporates .     Follow"
Computer Programmer,Rainbow Solutions," Keywords / Skills :  GIS Engineer, GIS Analyst, GIS Developer","Job Description   GREETINGS FROM RAINBOW SOLUTIONS , HYDERABAD . We are Job consultants from Hyderabad . We have lot of openings in our Clients for GIS / YOUTUBE PROCESS.  We can give you 100 % job Assistance in this Domain . Candidate should follow the following things . 1. Candidate should have Good Communication Skills.  2. Eligibility of the candidate is 2014 to 2017 with 60 % in all academics pass outs in Any Degree.  3. Candidate job should be in Hyderabad . 4. Only serious people contact us . CLIENT : MNC  Salary Package : 1.70 lakhs to 2.40 lakhs . TWO WAY CAB FACILITY . FOR MORE DETAILS : RAINBOW SOLUTIONS  Cell : 7032697434 !! 040-40034207 Email : [HIDDEN TEXT]     About Company   RAINBOW SOLUTIONS     Follow"
Computer Programmer,Sarath Solutions," Keywords / Skills :  Software Development, Android Developer, Iphone, Blackberry, iOS developer, Mobile Developer","Job Description   JD for IOS Domain:18th February 2018  Objective-C, the Swift 3.0 programming language,Apples Xcode IDE, UIKit, and CocoaTouch, UI and UX design experience,OpenGL or Metal, iOS graphics APIs,Git code repository technology, SQL Lite and google API's Minimum with 2 years hands on experience in IOS Domain     About Company   We render placement and outsourcing support to the employer and cater to all level of management cadre for our IT and Non-IT Clients. We maintain a reliable database of manpower and tend to strengthen the workforce category of our clients by catering to their requirements in all respects with utmost care. We function at Kodambakkam and also invite the candidates for a preliminary interview in case they wish to submit their resume over the desk or we would appreciate your profile through mail at the address given. [HIDDEN TEXT]     Follow"
Computer Programmer,,,
Computer Programmer,Subhujo Technologies Private Limited, Keywords / Skills :  Mobile Developer,"Job Description   - 4 or more years of experience in developing consumer facing applications/products - Expertise of XML, HTML5, jQuery, CSS, Php, SQL, AJAX - For iOS: Experience of working on iOS SDK, XCode and iOS UX best practices - For Android: Strong Java skills with extensive knowledge of the Android SDK - Design and build advanced applications for the Android and iOS platform - Collaborate with cross-functional teams to define, design, and ship new features. - Work in dynamic environment to deliver at fast pace - Develop software of quality with reliability and performance - Figuring out shortcoming with existing applications and improving them regularly - Continuously discover, evaluate, and implement new technologies to maximize development efficiency Skill set - For iOS: iOS SDK and XCode, iOS UX guidelines/best practice - For Android: Strong Java skills with good knowledge of the Android SDK - Experience with mobile development issues related to performance optimization, caching, security, and native hardware components - Strong OOPS, OS concepts - threads, data structure, networking, RDBMS, SQL and XML. - Good knowledge of MySQL - Experience with web front-end development frameworks such as HTML5 and Javascript - Experience with JSON, SOAP, Rest, XML and XHTML     About Company   Subhujo Technologies is highly regarded for their expertise and innovation in the staffing and consulting industry.  IT Projects, Products and Consulting services.  Dedicated offshore development team  Subhujo Technologies is a leading provider of permanent, contract and temporary staffing solutions. Having a strong understanding of today's technologies, market conditions and environment allows us to consistently exceed our clients' expectations.  We differentiate ourselves on the combination of speed, cost and quality. We get you the team you need faster and more economically.  We provide cost efficient, premium quality recruitment and consulting services for your staffing and recruitment needs.  Specializes in the provision of tailored staffing and recruitment solutions to all sectors of the IT industry.     Follow"
Computer Programmer,Talent Corner Hr Services Private Limited," Keywords / Skills :  Python Developers, Python Django","Job Description   Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Employment Type: Permanent Job, Full Time     About Company   Talent Corner is a Recruitment Company Head Quartered In Mumbai and having Branch Offices In India & UAE. Our Vision is to successfully complete 1,00,000 Recruitment Assignments by 2025. Through these Assignments, we aspire to educate 1000 school girls.     Follow"
Computer Programmer,Esd Caddcamm Solutions, Keywords / Skills :  Oracle Plsql Developer,"Job Description   Immediate Opening For Oracle PLSQL Job location : Chennai Position : 5 Experience : 3 yrs to 5 yrs ( Junior Level)  6 yrs to 9 yrs (Senior level)   CTC : 5L to 9L Need only Immediate Joiners. Requirement:  Expert and highly experienced developer with abundant knowledge on PL/SQL programing, SQL reporting  Should have created new procedures, functions, triggers, packages, and SQL*Loader scripts, and modified existing codes, tables, views, and SQL*Loader scripts.  Expertise Develop Stored Procedures, Functions, database Triggers and created Packages to access databases from front end screens.  Experience in creating database tables and writing database triggers applicable to business rules.  Experience in developing triggers and packages to delete stored session data from various tables.  Experience in debugging various defects related to implementation of business logic.  Extensively worked in performance tuning of programs and processes.  Exposure to data migration will be an added advantage  Strong analytical and problem-solving skills, able to work independently, flexible and eager to learn  Strong communication skills, good attitude, team player. Strong professionalism, commitment and responsibility Technical Skills: Primary Skills: Oracle PLSQL Interested candidates kindly forward your CV     About Company   Company profile :   ESD INFOTECH SOLUTIONS is leading staffing solutions provider for various sectors operating globally.   This requirement is for one of our client.   Selected candidate will be deputizes in chennai location.   Interested candidate can apply.     Follow"
Computer Programmer,E-Ring IT Solutions Private Limited," Keywords / Skills :  Objective C, Swift, ASP.NET, Java","Job Description   Job responsibilities include but not limited to UI Design for IOS/Andriod & Web. Develop apps for Apple/Andriod & Web platforms. Candidates would be developing in Objective C/Swift, Java & ASP.NET     About Company   Our time line started in 1999 when two CAD software engineers left Intergraph corporation to build a web-based business application platform to integrate CAD data, GIS, Document management with an integrated workflow engine for business users. After a couple of years of hard work and struggle, we launched our first product based on ""Capture Platform"" for the construction industry. Later, as the company and our team grew, we built products for the manufacturing and industrial segments as well. In 2004, we ran into Shelby County, Alabama. Shelby was looking for a web-based CAMA system and had toured the country and Canada to find one, but came back disappointed. Our team did some research on their own and did not find a modern CAMA system either; what existed was built on antiquated and old technology. We jumped in with the strength of our team and our platform backing us. Today, our CAMA and Collections systems are mature web-based decision support systems that help property tax administration offices big, small, and everything in between.     Follow"
Computer Programmer,Ms Techminds IT Offshore Services Private Limited," Keywords / Skills :  Java, spring boot, sql server, microservice, Docker, Git, Jenkins, JIRA, confluence, sonarqube, REST, JSON, API, Swagger, Postman","Job Description   Job Description: Java Technical Engineer Job Title: Java Technical Engineer  Location: Chennai Key Responsibilities:  Designing and developing advanced applications using Spring Boot.  Unit-testing code for robustness, including edge cases, usability, and general reliability  Bug fixing and improving application performance  Own the execution of mobility solutions and ensure that the solution works per the agreed architecture, SLAs, KPIs and business model  Skills & Qualifications:  Energy, drive and passion to work, and operate in a digital world  Ability to operate in a start-up mentality and unstructured environment  Strong understanding of Cloud environments like Azure & AWS  7+ years of experience working in the following technology areas o Java o Spring Boot o SQL Server  Strong knowledge and exposure in o Microservice based architecture o Docker Containers o Distributed version control systems like Git o Continuous Integration and Delivery using Jenkins  o Jira & Confluence o Continuous Code Quality using SonarQube  Experience working with remote data via REST and JSON  Experience with third-party libraries and APIs  Experience in tools like Swagger, Postman etc.  Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies  Ability to work in cross-functional teams     About Company   About Techminds  ================  Techminds Group founded in 2007, an Information Technology Services and Technology Consulting firm known for our deep industry experience and high customer satisfaction. Techminds Group is a NJFast50 winner(2016) also a Microsoft Certified Partner focused on Data Management, Enterprise Resource Planning and Azure platform solutions. We strive hard to return great results to our clients and a great career to our staff. We leverage the power of the market to create an effective solution to achieve the best result without compromising quality. We take each and every measure to ensure that our personnel who are amongst the finest in the business give their best at all times.  Some of our most successful Programs are as below.  CEP (Cloud Enablement Program) -- By taking advantage of our deep expertise in managed IT solutions, clients can start getting more from what the cloud has to offer including Office 365 and Azure platforms.  ERPS (ERP Services) -- Our Services in Dynamics NAV/AX/CRM and Dynamics 365 with onsite/offshore resources for a successful implementation, Configuration and customization of ERP with a 24x7 support model.  MASS (Managing, Administering, Supporting SQL) 24 x 7 Support Delivery Model for your enterprise applications with a dedicated SQL Team.    We offer wide range of solutions and services that span across industries with guaranteed savings in efforts, timelines and cost without compromising on the quality. We have a deep experience in Manufacturing & Distribution industries. We offer ERP Services on MS Dynamics for multiple industries.     Follow"
